position,name,lastName,age,country,gender,wealthSource,industry,worth,worthChange,realTimeWorth,realTimePosition,image 
1106,Shyam & Hari Bhartia,Bhartia,65,India,M,Diversified,Diversified,2200.0,0.0,,1144,https://specials-images.forbesimg.com/imageserve/55f78925e4b0ffa7afe494ac/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=45&cropY2=788
1107,Timothy Boyle,Boyle,68,United States,M,Columbia Sportswear,Fashion & Retail,2200.0,0.001,,960,https://specials-images.forbesimg.com/imageserve/5a8dfe9c4bbe6f2652f62d5b/416x416.jpg?background=000000&cropX1=934&cropX2=3445&cropY1=814&cropY2=3325
1108,Tatiana Casiraghi,Casiraghi,34,Monaco,F,beer,Food and Beverage,2200.0,0.0,,1169,https://specials-images.forbesimg.com/imageserve/5a7fd156a7ea4316901331b3/416x416.jpg?background=000000&cropX1=4&cropX2=1489&cropY1=37&cropY2=1522
1109,Chan Tan Ching-fen,Chan,,Hong Kong,F,real estate,Real Estate,2200.0,0.0,,1316,https://specials-images.forbesimg.com/imageserve/5a7fd156a7ea4316901331b3/416x416.jpg?background=000000&cropX1=4&cropX2=1489&cropY1=37&cropY2=1522
1110,"Chase Coleman, III.",Coleman,43,United States,M,hedge fund,Finance and Investments,2200.0,0.0,,918,https://specials-images.forbesimg.com/imageserve/59d6653f31358e542c035e9c/416x416.jpg?background=000000&cropX1=1057&cropX2=2137&cropY1=315&cropY2=1396
1111,Mark Coombs,Coombs,57,United Kingdom,M,finance,Finance and Investments,2200.0,0.0,,1198,https://specials-images.forbesimg.com/imageserve/59d6653f31358e542c035e9c/416x416.jpg?background=000000&cropX1=1057&cropX2=2137&cropY1=315&cropY2=1396
1112,James Coulter,Coulter,58,United States,M,private equity,Finance and Investments,2200.0,0.0,,1127,https://specials-images.forbesimg.com/imageserve/59de48ea31358e542c039b77/416x416.jpg?background=000000&cropX1=280&cropX2=2949&cropY1=0&cropY2=2667
1113,Dulce Pugliese de Godoy Bueno,de Godoy Bueno,70,Brazil,F,"hospitals, health care",Healthcare,2200.0,0.0,,1274,https://specials-images.forbesimg.com/imageserve/59de48ea31358e542c039b77/416x416.jpg?background=000000&cropX1=280&cropX2=2949&cropY1=0&cropY2=2667
1114,Ana Lucia de Mattos Barretto Villela,de Mattos Barretto Villela,44,Brazil,F,banking,Finance and Investments,2200.0,-0.001,,1560,https://specials-images.forbesimg.com/imageserve/58a0f2e44bbe6f0e55869e21/416x416.jpg?background=000000&cropX1=196&cropX2=510&cropY1=358&cropY2=672
1115,"Frank Fertitta, III.",Fertitta,56,United States,M,"casinos, mixed martial arts",Sports,2200.0,0.0,,1101,https://specials-images.forbesimg.com/imageserve/5f23069c31349e16f7c04304d5568c42/416x416.jpg?background=000000&cropX1=0&cropX2=600&cropY1=61&cropY2=661
1116,Lorenzo Fertitta,Fertitta,49,United States,M,"casinos, mixed martial arts",Sports,2200.0,0.0,,1095,https://specials-images.forbesimg.com/imageserve/59de7ce24bbe6f37dda0590f/416x416.jpg?background=000000&cropX1=2081&cropX2=3821&cropY1=148&cropY2=1887
1117,Maria Franca Fissolo,Fissolo,83,Italy,F,"Nutella, chocolates",Food and Beverage,2200.0,0.0,,1197,https://specials-images.forbesimg.com/imageserve/589f9d9fa7ea431f32194ceb/416x416.jpg?background=000000&cropX1=3&cropX2=689&cropY1=187&cropY2=873
1118,Alexander Frolov,Frolov,54,Russia,M,"mining, steel",Metals & Mining,2200.0,-0.001,,978,https://specials-images.forbesimg.com/imageserve/56cbf04fe4b062f6b59a4d8e/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=66&cropY2=809
1119,"Ernest Garcia, II.",Garcia,61,United States,M,used cars,Automotive,2200.0,0.0,,591,https://specials-images.forbesimg.com/imageserve/56cbf04fe4b062f6b59a4d8e/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=66&cropY2=809
1120,Alexandre Grendene Bartelle,Grendene Bartelle,68,Brazil,M,shoes,Fashion & Retail,2200.0,-0.001,,1443,https://specials-images.forbesimg.com/imageserve/58a0f28031358e1a35ab39ff/416x416.jpg?background=000000&cropX1=196&cropX2=478&cropY1=292&cropY2=574
1121,Vinod & Anil Rai Gupta,Gupta,72,India,F,electrical equipment,Manufacturing,2200.0,0.0,,1112,https://specials-images.forbesimg.com/imageserve/57dc48144bbe6f6781c51190/416x416.jpg?background=000000&cropX1=24&cropX2=716&cropY1=153&cropY2=846
1122,Torstein Hagen,Hagen,75,Norway,M,cruises,Service,2200.0,0.0,,1110,https://specials-images.forbesimg.com/imageserve/5a99ba6c31358e79a28ad224/416x416.jpg?background=000000&cropX1=489&cropX2=3188&cropY1=179&cropY2=2880
1123,He Qiaonv,He,52,China,F,landscape architecture,Service,2200.0,0.0,,1304,https://specials-images.forbesimg.com/imageserve/589cfcd8a7ea431f32192891/416x416.jpg?background=000000&cropX1=92&cropX2=744&cropY1=147&cropY2=800
1124,Hans-Werner Hector,Hector,78,Germany,M,SAP,Technology,2200.0,0.0,,1173,https://specials-images.forbesimg.com/imageserve/5a7e15ec31358e4955ad1042/416x416.jpg?background=000000&cropX1=317&cropX2=1248&cropY1=121&cropY2=1053
1125,Stanley Hubbard,Hubbard,85,United States,M,DirecTV,Media & Entertainment,2200.0,0.0,,1167,https://specials-images.forbesimg.com/imageserve/59de6c0f4bbe6f37dda056b5/416x416.jpg?background=000000&cropX1=334&cropX2=743&cropY1=161&cropY2=570
1126,Ke Xiping,Ke,58,China,M,investments,Diversified,2200.0,0.001,,1231,https://specials-images.forbesimg.com/imageserve/56292849e4b0ffa7afe6288d/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=6&cropY2=750
1127,Suna Kirac,Kirac,77,Turkey,F,diversified,Diversified,2200.0,0.0,,1504,https://specials-images.forbesimg.com/imageserve/fe7bd4a88f7182c8343ea40c37bb3711/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=79&cropY2=823
1128,Kong Jian Min,Kong,50,China,M,real estate,Real Estate,2200.0,0.0,,1051,https://specials-images.forbesimg.com/imageserve/58a658d831358e1a35ab8d3a/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=10&cropY2=754
1129,Koo Bon-Moo,Koo,73,South Korea,M,Diversified,Diversified,2200.0,,,1051,https://specials-images.forbesimg.com/imageserve/5a8104694bbe6f2652f5445a/416x416.jpg?background=000000&cropX1=1026&cropX2=3498&cropY1=384&cropY2=2853
1130,Heikki Kyostila,Kyostila,72,Finland,M,dental products,Healthcare,2200.0,0.0,,1155,https://specials-images.forbesimg.com/imageserve/58c70b80a7ea431f321b0d52/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=48&cropY2=792
1131,Thomas Lee,Lee,74,United States,M,private equity,Finance and Investments,2200.0,0.0,,1122,https://specials-images.forbesimg.com/imageserve/55fb08f5e4b0ffa7afe4b3f6/416x416.jpg?background=000000&cropX1=97&cropX2=641&cropY1=44&cropY2=589
1132,Eric Lefkofsky,Lefkofsky,48,United States,M,Groupon,Technology,2200.0,0.0,,1152,https://specials-images.forbesimg.com/imageserve/5aabd0b94bbe6f0fa8287d8a/416x416.jpg?background=000000&cropX1=1983&cropX2=5067&cropY1=87&cropY2=3173
1133,Peter Lim,Lim,65,Singapore,M,investments,Finance and Investments,2200.0,0.001,,987,https://specials-images.forbesimg.com/imageserve/5a80f0caa7ea431690133ec9/416x416.jpg?background=000000&cropX1=238&cropX2=1550&cropY1=5&cropY2=1319
1134,Scott Lin,Lin,,Taiwan,M,optical components,Technology,2200.0,0.0,,965,https://specials-images.forbesimg.com/imageserve/b145b98dfd868aba1fd104d573032733/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=211&cropY2=955
1135,Tomas Olivo Lopez,Olivo Lopez,44,Spain,M,shopping centers,Real Estate,2200.0,0.0,,1180,https://specials-images.forbesimg.com/imageserve/5a8115e1a7ea43169013404b/416x416.jpg?background=000000&cropX1=714&cropX2=1463&cropY1=120&cropY2=868
1136,Phillip T. (Terry) Ragon,Ragon,69,United States,M,health IT,Technology,2200.0,0.0,,973,https://specials-images.forbesimg.com/imageserve/12cec189312ff7ec643365d00e008b56/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=77&cropY2=821
1137,Stewart Rahr,Rahr,72,United States,M,drug distribution,Healthcare,2200.0,0.0,,1118,https://specials-images.forbesimg.com/imageserve/55fb106ae4b0ffa7afe4b438/416x416.jpg?background=000000&cropX1=151&cropX2=670&cropY1=73&cropY2=592
1138,T. Denny Sanford,Sanford,82,United States,M,"banking, credit cards",Finance and Investments,2200.0,0.0,,994,https://specials-images.forbesimg.com/imageserve/57e33e9ea7ea430a8a1a1b41/416x416.jpg?background=000000&cropX1=13&cropX2=683&cropY1=73&cropY2=743
1139,"Julio Mario Santo Domingo, III.",Santo Domingo,33,United States,M,beer,Food and Beverage,2200.0,0.0,,1168,https://specials-images.forbesimg.com/imageserve/57e17c6ba7ea430a8a1a0cab/416x416.jpg?background=000000&cropX1=60&cropX2=715&cropY1=8&cropY2=664
1140,"Karl Scheufele, III.",Scheufele,79,Switzerland,M,jewelry,Fashion & Retail,2200.0,0.0,,1056,https://specials-images.forbesimg.com/imageserve/5a81279e31358e4955ad3121/416x416.jpg?background=000000&cropX1=35&cropX2=1136&cropY1=90&cropY2=1192
1141,Shen Guojun,Shen,55,China,M,retail,Fashion & Retail,2200.0,0.001,,1142,https://specials-images.forbesimg.com/imageserve/5a7cec0b31358e4955acfc0e/416x416.jpg?background=000000&cropX1=484&cropX2=1908&cropY1=142&cropY2=1566
1142,Alain Taravella,Taravella,70,France,M,real estate,Real Estate,2200.0,0.0,,1150,https://specials-images.forbesimg.com/imageserve/56c7be16e4b062f6b59a23d1/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=3&cropY2=744
1143,Oleg Tinkov,Tinkov,50,Russia,M,banking,Finance and Investments,2200.0,0.0,,1054,https://specials-images.forbesimg.com/imageserve/5a80aef631358e4955ad2ba1/416x416.jpg?background=000000&cropX1=611&cropX2=3329&cropY1=18&cropY2=2734
1144,T.Y. Tsai,Tsai,,Taiwan,M,finance,Finance and Investments,2200.0,0.0,,1137,https://specials-images.forbesimg.com/imageserve/57768767a7ea436bd18c0d1e/416x416.jpg?background=000000&cropX1=116&cropX2=696&cropY1=3&cropY2=583
1145,Tung Chee Hwa,Tung,81,Hong Kong,M,shipping,Logistics,2200.0,0.0,,1120,https://specials-images.forbesimg.com/imageserve/57768767a7ea436bd18c0d1e/416x416.jpg?background=000000&cropX1=116&cropX2=696&cropY1=3&cropY2=583
1146,Ted Turner,Turner,79,United States,M,cable television,Media & Entertainment,2200.0,0.0,,1096,https://specials-images.forbesimg.com/imageserve/5a8dfcaa4bbe6f2652f62ce6/416x416.jpg?background=000000&cropX1=527&cropX2=1496&cropY1=180&cropY2=1148
1147,Sunil Vaswani,Vaswani,54,United Kingdom,M,diversified,Diversified,2200.0,0.0,,1086,https://specials-images.forbesimg.com/imageserve/5602cdb6e4b0ffa7afe4f94a/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=3&cropY2=746
1148,Jitendra Virwani,Virwani,52,India,M,real estate,Real Estate,2200.0,0.0,,1218,https://specials-images.forbesimg.com/imageserve/59cc144ea7ea434a34f46ccd/416x416.jpg?background=000000&cropX1=626&cropX2=3974&cropY1=0&cropY2=3346
1149,Lang Walker,Walker,72,Australia,M,real estate,Real Estate,2200.0,0.001,,1058,https://specials-images.forbesimg.com/imageserve/56c60829e4b062f6b59a0b50/416x416.jpg?background=000000&cropX1=55&cropX2=718&cropY1=174&cropY2=838
1150,Wu Zhigang,Wu,83,China,M,bakery chain,Food and Beverage,2200.0,0.0,,834,https://specials-images.forbesimg.com/imageserve/56c60829e4b062f6b59a0b50/416x416.jpg?background=000000&cropX1=55&cropX2=718&cropY1=174&cropY2=838
1151,Xiao Wenge,Xiao,51,China,M,entertainment,Media & Entertainment,2200.0,-0.001,,1141,https://specials-images.forbesimg.com/imageserve/b503b236a2b585fd51be8e054fcf03b3/416x416.jpg?background=000000&cropX1=127&cropX2=739&cropY1=124&cropY2=736
1152,Xiong Xuqiang,Xiong,61,Hong Kong,M,real estate,Real Estate,2200.0,0.0,,1202,https://specials-images.forbesimg.com/imageserve/6ce9fb50a8c04c7a7738cc48510c1582/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=208&cropY2=952
1153,Takao Yasuda,Yasuda,69,Japan,M,retail,Fashion & Retail,2200.0,0.0,,1158,https://specials-images.forbesimg.com/imageserve/17575027bdc253768c3f5179976023df/416x416.jpg?background=000000&cropX1=93&cropX2=716&cropY1=13&cropY2=637
1154,William Young,Young,77,United States,M,plastics,Manufacturing,2200.0,0.0,,1119,https://specials-images.forbesimg.com/imageserve/17575027bdc253768c3f5179976023df/416x416.jpg?background=000000&cropX1=93&cropX2=716&cropY1=13&cropY2=637
1155,Eddie & Sol Zakay,Zakay,,United Kingdom,M,Real Estate,Real Estate,2200.0,0.0,,1128,https://specials-images.forbesimg.com/imageserve/5a70f2234bbe6f2652f40dcb/416x416.jpg?background=000000&cropX1=38&cropX2=390&cropY1=0&cropY2=352
1156,Zhang Xiugen,Zhang,57,China,M,automobiles,Automotive,2200.0,0.0,,1138,https://specials-images.forbesimg.com/imageserve/589f2ba431358e1a35ab26e5/416x416.jpg?background=000000&cropX1=3&cropX2=689&cropY1=2&cropY2=688
1157,Leslie Alexander,Alexander,74,United States,M,sports team,Sports,2100.0,0.0,,1192,https://specials-images.forbesimg.com/imageserve/5a8dfe1ca7ea4316901410b1/416x416.jpg?background=000000&cropX1=421&cropX2=1325&cropY1=298&cropY2=1202
1158,Patricia Angelini Rossi,Angelini Rossi,64,Chile,F,"forestry, mining",Diversified,2100.0,0.0,,1312,https://specials-images.forbesimg.com/imageserve/5a6759cca7ea4316901185ea/416x416.jpg?background=000000&cropX1=200&cropX2=770&cropY1=42&cropY2=612
1159,Josef Boquoi,Boquoi,84,Germany,M,frozen foods,Food and Beverage,2100.0,0.0,,1252,https://specials-images.forbesimg.com/imageserve/5a6759cca7ea4316901185ea/416x416.jpg?background=000000&cropX1=200&cropX2=770&cropY1=42&cropY2=612
1160,Nikolai Buinov,Buinov,50,Russia,M,"oil, gas",Energy,2100.0,0.0,,1070,https://specials-images.forbesimg.com/imageserve/58a268b24bbe6f0e5586ba78/416x416.jpg?background=000000&cropX1=81&cropX2=637&cropY1=193&cropY2=749
1161,Richard Chandler,Chandler,59,New Zealand,M,investments,Finance and Investments,2100.0,0.0,,1187,https://specials-images.forbesimg.com/imageserve/5a6f911831358e4955abf07e/416x416.jpg?background=000000&cropX1=120&cropX2=400&cropY1=0&cropY2=280
1162,Cheng Xue,Cheng,48,China,F,soy sauce,Food and Beverage,2100.0,0.0,,825,https://specials-images.forbesimg.com/imageserve/5a6f911831358e4955abf07e/416x416.jpg?background=000000&cropX1=120&cropX2=400&cropY1=0&cropY2=280
1163,Patokh Chodiev,Chodiev,65,Belgium,M,"mining, metals",Metals & Mining,2100.0,0.0,,1212,https://specials-images.forbesimg.com/imageserve/5a7b7892a7ea43169012ee26/416x416.jpg?background=000000&cropX1=549&cropX2=3149&cropY1=11&cropY2=2610
1164,Choo Chong Ngen,Choo,65,Singapore,M,hotels,Real Estate,2100.0,0.0,,1011,https://specials-images.forbesimg.com/imageserve/5797e8da31358e154fddfdf1/416x416.jpg?background=000000&cropX1=45&cropX2=634&cropY1=237&cropY2=827
1165,Todd Christopher,Christopher,55,United States,M,hair care products,Fashion & Retail,2100.0,0.0,,1182,https://specials-images.forbesimg.com/imageserve/5797e8da31358e154fddfdf1/416x416.jpg?background=000000&cropX1=45&cropX2=634&cropY1=237&cropY2=827
1166,John de Mol,de Mol,63,Netherlands,M,television,Media & Entertainment,2100.0,0.0,,1229,https://specials-images.forbesimg.com/imageserve/58a241814bbe6f0e5586b932/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=345&cropY2=1088
1167,Bob Gaglardi,Gaglardi,77,Canada,M,hotels,Real Estate,2100.0,0.0,,1248,https://specials-images.forbesimg.com/imageserve/58a241814bbe6f0e5586b932/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=345&cropY2=1088
1168,Gordon Getty,Getty,84,United States,M,Getty Oil,Energy,2100.0,0.0,,1157,https://specials-images.forbesimg.com/imageserve/59de70b04bbe6f37dda0572f/416x416.jpg?background=000000&cropX1=0&cropX2=2613&cropY1=452&cropY2=3065
1169,Philippe Ginestet,Ginestet,64,France,M,retail stores,Fashion & Retail,2100.0,0.0,,1249,https://specials-images.forbesimg.com/imageserve/5a7df52d4bbe6f2652f52102/416x416.jpg?background=000000&cropX1=0&cropX2=2243&cropY1=1021&cropY2=3263
1170,Sanjiv Goenka,Goenka,57,India,M,diversified,Diversified,2100.0,0.0,,1283,https://specials-images.forbesimg.com/imageserve/59d3deb14bbe6f37dd9fea04/416x416.jpg?background=000000&cropX1=986&cropX2=3052&cropY1=943&cropY2=3009
1171,Alec Gores,Gores,65,United States,M,private equity,Finance and Investments,2100.0,0.0,,1139,https://specials-images.forbesimg.com/imageserve/59de6acca7ea436b47b3b7a4/416x416.jpg?background=000000&cropX1=212&cropX2=3305&cropY1=453&cropY2=3546
1172,David Hains,Hains,87,Australia,M,Investment,Finance and Investments,2100.0,0.0,,1255,https://specials-images.forbesimg.com/imageserve/5a7a5121a7ea43169012d901/416x416.jpg?background=000000&cropX1=6&cropX2=2704&cropY1=499&cropY2=3199
1173,Bahaa Hariri,Hariri,52,Lebanon,M,"real estate, investments, logistics",Real Estate,2100.0,0.0,,1162,https://specials-images.forbesimg.com/imageserve/107c94488c258501ef379d8bffaf7d4f/416x416.jpg?background=000000&cropX1=6&cropX2=744&cropY1=124&cropY2=862
1174,William Heinecke,Heinecke,69,Thailand,M,hotels,Real Estate,2100.0,0.0,,1551,https://specials-images.forbesimg.com/imageserve/5ad8e00b31358e4112b82eb7/416x416.jpg?background=000000&cropX1=1629&cropX2=4368&cropY1=0&cropY2=2738
1175,Huang Hongyun,Huang,51,China,M,real estate,Real Estate,2100.0,0.0,,1242,https://specials-images.forbesimg.com/imageserve/5a7cb74031358e4955acf786/416x416.jpg?background=000000&cropX1=644&cropX2=3465&cropY1=12&cropY2=2832
1176,Huang Zhenda,Huang,70,China,M,construction,Construction & Engineering,2100.0,0.0,,1263,https://specials-images.forbesimg.com/imageserve/102108d15afa7dd7e7a7e1fbcda3d866/416x416.jpg?background=000000&cropX1=129&cropX2=694&cropY1=151&cropY2=717
1177,Ravi Jaipuria,Jaipuria,63,India,M,soft drinks,Food and Beverage,2100.0,0.0,,1123,https://specials-images.forbesimg.com/imageserve/59cc173531358e542c02fc2c/416x416.jpg?background=000000&cropX1=10&cropX2=1632&cropY1=10&cropY2=1633
1178,Jiang Yehua,Jiang,55,China,M,real estate,Real Estate,2100.0,0.0,,1200,https://specials-images.forbesimg.com/imageserve/589d078d4bbe6f0e55866b49/416x416.jpg?background=000000&cropX1=60&cropX2=562&cropY1=79&cropY2=582
1179,Manuel Jove,Jove,77,Spain,M,real estate,Real Estate,2100.0,0.0,,1213,https://specials-images.forbesimg.com/imageserve/56cc1c31e4b062f6b59a4f50/416x416.jpg?background=000000&cropX1=103&cropX2=739&cropY1=0&cropY2=637
1180,Willibert Krueger,Krueger,77,Germany,M,food processing,Food and Beverage,2100.0,0.0,,1225,https://specials-images.forbesimg.com/imageserve/5a7e5e774bbe6f2652f52a06/416x416.jpg?background=000000&cropX1=8&cropX2=3521&cropY1=370&cropY2=3886
1181,Kuok Khoon Hong,Kuok,68,Singapore,M,palm oil,Manufacturing,2100.0,0.0,,1136,https://specials-images.forbesimg.com/imageserve/5a7e5e774bbe6f2652f52a06/416x416.jpg?background=000000&cropX1=8&cropX2=3521&cropY1=370&cropY2=3886
1182,Christian Latouche,Latouche,77,France,M,accounting services,Finance and Investments,2100.0,0.0,,1175,https://specials-images.forbesimg.com/imageserve/5a7dea4331358e4955ad09ae/416x416.jpg?background=000000&cropX1=965&cropX2=4960&cropY1=0&cropY2=3992
1183,Guenther Lehmann,Lehmann,,Germany,M,drugstores,Fashion & Retail,2100.0,0.0,,1203,https://specials-images.forbesimg.com/imageserve/5a7dea4331358e4955ad09ae/416x416.jpg?background=000000&cropX1=965&cropX2=4960&cropY1=0&cropY2=3992
1184,Li Hongxin,Li,65,China,M,paper & related products,Manufacturing,2100.0,0.0,,1260,https://specials-images.forbesimg.com/imageserve/bcf772256ab66402949eef9d69e6e20f/416x416.jpg?background=000000&cropX1=2&cropX2=600&cropY1=0&cropY2=598
1185,Li Xiting,Li,67,China,M,medical devices,Healthcare,2100.0,0.0,,1211,https://specials-images.forbesimg.com/imageserve/5a8df8dc31358e4955adffa6/416x416.jpg?background=000000&cropX1=491&cropX2=3171&cropY1=0&cropY2=2677
1186,Liang Yunchao,Liang,49,China,M,nutrition supplements,Food and Beverage,2100.0,0.0,,1214,https://specials-images.forbesimg.com/imageserve/05045a69750222dbe55bce25e523ad1c/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=224&cropY2=965
1187,Brandt Louie,Louie,74,Canada,M,drugstores,Food and Beverage,2100.0,0.0,,1232,https://specials-images.forbesimg.com/imageserve/5a8df41731358e4955adff40/416x416.jpg?background=000000&cropX1=3&cropX2=1265&cropY1=49&cropY2=1312
1188,Catherine Lozick,Lozick,73,United States,F,valve manufacturing,Manufacturing,2100.0,0.0,,1239,https://specials-images.forbesimg.com/imageserve/5a8df41731358e4955adff40/416x416.jpg?background=000000&cropX1=3&cropX2=1265&cropY1=49&cropY2=1312
1189,Igor Makarov,Makarov,56,Russia,M,investments,Energy,2100.0,0.0,,1181,https://specials-images.forbesimg.com/imageserve/5a80a8b0a7ea431690133b22/416x416.jpg?background=000000&cropX1=459&cropX2=2679&cropY1=0&cropY2=2220
1190,Mao Lixiang,Mao,77,China,M,cooking appliances,Technology,2100.0,0.0,,1208,https://specials-images.forbesimg.com/imageserve/5a875b264bbe6f2652f5cbad/416x416.jpg?background=000000&cropX1=0&cropX2=1360&cropY1=110&cropY2=1471
1191,Harsh Mariwala,Mariwala,67,India,M,consumer goods,Food and Beverage,2100.0,0.0,,1088,https://specials-images.forbesimg.com/imageserve/59cc09d2a7ea434a34f46b80/416x416.jpg?background=000000&cropX1=1069&cropX2=3709&cropY1=17&cropY2=2658
1192,Martin Moller Nielsen,Moller Nielsen,53,Denmark,M,aircraft leasing,Logistics,2100.0,0.0,,1183,https://specials-images.forbesimg.com/imageserve/5a7dd8f831358e4955ad06ef/416x416.jpg?background=000000&cropX1=255&cropX2=1638&cropY1=69&cropY2=1452
1193,David Murdock,Murdock,95,United States,M,"Dole, real estate",Food and Beverage,2100.0,0.0,,1205,https://specials-images.forbesimg.com/imageserve/59dd6e0031358e542c03936e/416x416.jpg?background=000000&cropX1=160&cropX2=2065&cropY1=0&cropY2=1905
1194,N.R. Narayana Murthy,Murthy,71,India,M,software services,Technology,2100.0,0.0,,1156,https://specials-images.forbesimg.com/imageserve/5a7f3fc0a7ea431690132ab3/416x416.jpg?background=000000&cropX1=1510&cropX2=3587&cropY1=0&cropY2=2076
1195,Georg Nemetschek,Nemetschek,84,Germany,M,software,Technology,2100.0,0.0,,922,https://specials-images.forbesimg.com/imageserve/58c846bc4bbe6f0e55889231/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=64&cropY2=808
1196,Vikas Oberoi,Oberoi,47,India,M,real estate,Real Estate,2100.0,0.0,,1143,https://specials-images.forbesimg.com/imageserve/ffdcd99a9e6ef28bea3c8696104c836d/416x416.jpg?background=000000&cropX1=155&cropX2=744&cropY1=6&cropY2=596
1197,Maja Oeri,Oeri,63,Switzerland,F,Roche Holding,Healthcare,2100.0,0.0,,1194,https://specials-images.forbesimg.com/imageserve/5a81283c31358e4955ad313b/416x416.jpg?background=000000&cropX1=3&cropX2=1194&cropY1=63&cropY2=1255
1198,Ong Beng Seng and Christina Ong,Ong Beng Seng,73,Singapore,,diversified,Diversified,2100.0,0.0,,1279,https://specials-images.forbesimg.com/imageserve/5a80f017a7ea431690133ea0/416x416.jpg?background=000000&cropX1=4&cropX2=966&cropY1=151&cropY2=1112
1199,"H. Ross Perot, Jr.",Perot,59,United States,M,real estate,Real Estate,2100.0,0.0,,1177,https://specials-images.forbesimg.com/imageserve/5a8dfd6331358e4955ae0026/416x416.jpg?background=000000&cropX1=0&cropX2=1268&cropY1=326&cropY2=1595
1200,Tor Peterson,Peterson,53,United States,M,commodities,Metals & Mining,2100.0,-0.243,,1126,https://specials-images.forbesimg.com/imageserve/5a8dfd6331358e4955ae0026/416x416.jpg?background=000000&cropX1=0&cropX2=1268&cropY1=326&cropY2=1595
1201,Heloise Pratt,Pratt,55,Australia,F,"manufacturing, investment",Manufacturing,2100.0,-0.001,,1206,https://specials-images.forbesimg.com/imageserve/5a7a55cf4bbe6f2652f4d5cf/416x416.jpg?background=000000&cropX1=108&cropX2=682&cropY1=79&cropY2=653
1202,Alexey Repik,Repik,38,Russia,M,pharmaceuticals,Healthcare,2100.0,0.0,,1164,https://specials-images.forbesimg.com/imageserve/5a8090244bbe6f2652f53d39/416x416.jpg?background=000000&cropX1=737&cropX2=3371&cropY1=34&cropY2=2667
1203,Shin Chang-Jae,Shin,64,South Korea,M,insurance,Finance and Investments,2100.0,0.0,,1178,https://specials-images.forbesimg.com/imageserve/8719704396dedeb76ce82628b7b028ac/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=47&cropY2=791
1204,Kavitark Ram Shriram,Shriram,61,United States,M,"venture capital, Google",Technology,2100.0,-0.001,,1145,https://specials-images.forbesimg.com/imageserve/59de75594bbe6f37dda0582b/416x416.jpg?background=000000&cropX1=645&cropX2=1715&cropY1=135&cropY2=1205
1205,Sylvia Stroeher,Stroeher,63,Germany,F,cosmetics,Fashion & Retail,2100.0,0.0,,1250,https://specials-images.forbesimg.com/imageserve/5a7e504b4bbe6f2652f529a5/416x416.jpg?background=000000&cropX1=0&cropX2=2111&cropY1=642&cropY2=2754
1206,Katsumi Tada,Tada,72,Japan,M,real estate,Real Estate,2100.0,0.0,,1154,https://specials-images.forbesimg.com/imageserve/10c5ecbe5c4b5ce4febd3e3afc9a5196/416x416.jpg?background=000000&cropX1=0&cropX2=372&cropY1=46&cropY2=418
1207,Tang Shing-bor,Tang,84,Hong Kong,M,real estate,Real Estate,2100.0,0.0,,1196,https://specials-images.forbesimg.com/imageserve/10c5ecbe5c4b5ce4febd3e3afc9a5196/416x416.jpg?background=000000&cropX1=0&cropX2=372&cropY1=46&cropY2=418
1208,Georg von Opel,von Opel,52,Switzerland,M,"real estate, investments",Finance and Investments,2100.0,0.0,,1176,https://specials-images.forbesimg.com/imageserve/5a81bee54bbe6f2652f55107/416x416.jpg?background=000000&cropX1=431&cropX2=2653&cropY1=122&cropY2=2343
1209,David Walentas,Walentas,79,United States,M,real estate,Real Estate,2100.0,0.0,,1174,https://specials-images.forbesimg.com/imageserve/59de763e31358e542c039ec4/416x416.jpg?background=000000&cropX1=1103&cropX2=2074&cropY1=526&cropY2=1496
1210,Ronald Wanek,Wanek,77,United States,M,furniture,Manufacturing,2100.0,0.0,,1297,https://specials-images.forbesimg.com/imageserve/59de76b431358e542c039eea/416x416.jpg?background=000000&cropX1=138&cropX2=1232&cropY1=52&cropY2=1145
1211,Wang Changtian,Wang,53,China,M,"TV, movie production",Media & Entertainment,2100.0,0.0,,1344,https://specials-images.forbesimg.com/imageserve/5a7cf2ad4bbe6f2652f510b3/416x416.jpg?background=000000&cropX1=3&cropX2=1134&cropY1=6&cropY2=1138
